indicator_slug,period_start,period_end,value,target_value,quality,source_name,source_url,observed_at,breakdown,note
resultado-fiscal-consolidado-percentual,2024-01-01,2024-12-31,4.62,,official,Conjuntura Econômica 2025 — Prefeitura de São José do Rio Preto,,,{},"Fonte: Conjuntura Econômica 2025 — Prefeitura de São José do Rio Preto, p. 79."
